"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"대가마당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 해맞이로 769, 1동",,울산광역시 울주군보건소,35.346406,129.312932,2019-09-18
"박정애손칼국수",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 해맞이로 769, 2동",,울산광역시 울주군보건소,35.346406,129.312932,2019-09-18
"어하복국,복짜장",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌6길 20, 2,3층",,울산광역시 울주군보건소,35.569051,129.241465,2019-09-18
"토담갈비",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌3길 10-19, 1층 102호",,울산광역시 울주군보건소,35.574987,129.239946,2019-09-18
"진하 왕새우 구이",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 서생면 해맞이로 1078-68,,울산광역시 울주군보건소,35.391011,129.342468,2019-09-18
"교촌치킨(남창점)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 온양로 61, 1층",,울산광역시 울주군보건소,35.411971,129.279146,2019-09-18
"만포장",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온7길 69, 덕신2차시장 23호",,울산광역시 울주군보건소,35.429349,129.310024,2019-09-18
"다복",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 연안8길 8,,울산광역시 울주군보건소,35.409169,129.283968,2019-09-18
"초가집국밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 남창역길 11-14, 남창시장 나동",,울산광역시 울주군보건소,35.415487,129.283024,2019-09-18
"옹심이칼국수(온양)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 남창로 417,,울산광역시 울주군보건소,35.416413,129.274169,2019-09-18
"수라상한정식뷔페",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 상북로 78,,울산광역시 울주군보건소,35.576271,129.103537,2019-09-18
"옛날짜장",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 서생면 깨목길 7,,울산광역시 울주군보건소,35.382625,129.342771,2019-09-18
"할매집(식당)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 사연길 162, 마동",,울산광역시 울주군보건소,35.576865,129.191223,2019-09-18
"국수나무 구영점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌2길 5, 황금프라자 102호",,울산광역시 울주군보건소,35.575354,129.240249,2019-09-18
"시장돼지국밥집",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 남창장터길 24, 남창옹기종기시장",,울산광역시 울주군보건소,35.416691,129.282777,2019-09-18
"오꾸닭 구영점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 범서읍 점촌3길 10-13,,울산광역시 울주군보건소,35.574444,129.240147,2019-09-18
"찜들미(삼남)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 남상평3길 36-16,,울산광역시 울주군보건소,35.561502,129.117608,2019-09-18
"와이티엔",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 온양로 165,,울산광역시 울주군보건소,35.408872,129.289028,2019-09-18
"김태호피자치킨",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 덕하로 239, 2동",,울산광역시 울주군보건소,35.492199,129.305028,2019-09-18
"신와사비",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 웃방천1길 49-12, A동",,울산광역시 울주군보건소,35.568989,129.112086,2019-09-18
"홀인원식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 웅촌면 삼동로 1611, 3동 1층",,울산광역시 울주군보건소,35.490236,129.212533,2019-09-18
"누룩공주",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌3길 8-15, 지에스프라자 112호",,울산광역시 울주군보건소,35.574765,129.240538,2019-09-18
"까만통",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 남상평3길 36-13,,울산광역시 울주군보건소,35.561258,129.117671,2019-09-18
"토양참숯불갈비",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 대리1길 13-7, 1층",,울산광역시 울주군보건소,35.568897,129.244165,2019-09-18
"간절곶칼국수",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 서생면 해맞이로 917,,울산광역시 울주군보건소,35.350771,129.327429,2019-09-18
"파로(FARO)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 서생면 해맞이로 1386,,울산광역시 울주군보건소,35.371248,129.351824,2019-09-18
"흥부네",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온5길 31-20, 1층",,울산광역시 울주군보건소,35.428213,129.310105,2019-09-18
"산고을가든",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 상북면 배내로 1177, A동",,울산광역시 울주군보건소,35.545099,129.012501,2019-09-18
"신리회센타 1호점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,,울산광역시 울주군 서생면 신암리 315,울산광역시 울주군보건소,35.343378,129.320184,2019-09-18
"신리회센타 4호점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,,울산광역시 울주군 서생면 신암리 315,울산광역시 울주군보건소,35.343378,129.320184,2019-09-18
"페리카나치킨(두동)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 두동면 계명1길 39, 1층",,울산광역시 울주군보건소,35.713726,129.198938,2019-09-18
"삼동각",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 삼동면 삼동로 751, 1층",,울산광역시 울주군보건소,35.521167,129.156804,2019-09-18
"언덕구이포차",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 헌양길 38,,울산광역시 울주군보건소,35.565036,129.125346,2019-09-18
"천채샤부샤부",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 온덕3길 9,,울산광역시 울주군보건소,35.434622,129.310914,2019-09-18
"실루엣",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 온덕2길 28, 2층",,울산광역시 울주군보건소,35.435562,129.310632,2019-09-18
"한",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 용방소길 27,,울산광역시 울주군보건소,35.426921,129.307904,2019-09-18
"선바위민물매운탕",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 범서읍 대리3길 6-1,,울산광역시 울주군보건소,35.566938,129.247863,2019-09-18
"나무벤치",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 영남7길 4,,울산광역시 울주군보건소,35.439619,129.306347,2019-09-18
"마실라이브",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 온덕2길 12, 2층",,울산광역시 울주군보건소,35.434588,129.310704,2019-09-18
"두울원",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 니리미1길 6,,울산광역시 울주군보건소,35.560133,129.134841,2019-09-18
"웰빙구이촌",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 반구대로 1134, 2층",,울산광역시 울주군보건소,35.590821,129.134226,2019-09-18
"우리양꼬치",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 신경3길 52,,울산광역시 울주군보건소,35.430406,129.306495,2019-09-18
"심스시",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 삼남면 교동로 135, 1층",,울산광역시 울주군보건소,35.562031,129.116149,2019-09-18
"가미식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 태화7길 52,,울산광역시 울주군보건소,35.415619,129.280118,2019-09-18
"합천이모",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 장터1길 22, 언양종합시장 내",,울산광역시 울주군보건소,35.563497,129.125956,2019-09-18
"사일국밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 남창역길 11-12, 나동",,울산광역시 울주군보건소,35.415671,129.282926,2019-09-18
"킹돈까스",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 교동로 126,,울산광역시 울주군보건소,35.561027,129.116432,2019-09-18
"삼거리숯불구이",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 삼남면 울산역로 393, 1층",,울산광역시 울주군보건소,35.561571,129.117984,2019-09-18
"베테랑바베큐",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 해맞이로 924, (가,나,다,아,자동)",,울산광역시 울주군보건소,35.349761,129.329166,2019-09-18
"효정밥상",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 신덕하1길 9,,울산광역시 울주군보건소,35.492448,129.306145,2019-09-18
"고(高) 정식",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 온산로 629,,울산광역시 울주군보건소,35.483297,129.308079,2019-09-18
"백악관 맛",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 범서읍 사연길 159,,울산광역시 울주군보건소,35.576699,129.191035,2019-09-18
"김밥&찌게하우스",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 온산로 651,,울산광역시 울주군보건소,35.485381,129.307861,2019-09-18
"소문난막창",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온7길 93, 1층",,울산광역시 울주군보건소,35.428662,129.308549,2019-09-18
"엔젤(1004)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 진하9길 22-8, 2층",,울산광역시 울주군보건소,35.387778,129.345442,2019-09-18
"예향식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 서상평길 48,,울산광역시 울주군보건소,35.563057,129.116207,2019-09-18
"속시원한대구탕",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 북문1길 3,,울산광역시 울주군보건소,35.570616,129.120339,2019-09-18
"신흥생고기",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 신암해안길 50, 1층",,울산광역시 울주군보건소,35.348242,129.326321,2019-09-18
"태림양꼬치구이전문",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온7길 57, 나동 108,110,111호 (상가)",,울산광역시 울주군보건소,35.429769,129.310384,2019-09-18
"풍미식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 동부6길 29, 1층",,울산광역시 울주군보건소,35.566334,129.127228,2019-09-18
"스루루",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온7길 69, 10호 (덕신2차시장)",,울산광역시 울주군보건소,35.429349,129.310024,2019-09-18
"남천추어고디탕",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 상남2길 13,,울산광역시 울주군보건소,35.485432,129.305678,2019-09-18
"맛찬이베리코",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 덕신로 302-1,,울산광역시 울주군보건소,35.433944,129.314351,2019-09-18
"한양족발",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌5길 37, 1층",,울산광역시 울주군보건소,35.569941,129.239041,2019-09-18
"박지연명품생태",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 덕남로 81, 1층",,울산광역시 울주군보건소,35.429615,129.307121,2019-09-18
"무쏘울산덕신점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 덕남로 69,,울산광역시 울주군보건소,35.430264,129.307936,2019-09-18
BEER&호프(비어&호프),시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 덕남로 47, 2층",,울산광역시 울주군보건소,35.431313,129.309308,2019-09-18
"청개구리(온양)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 남창강변로 60-1, 1층",,울산광역시 울주군보건소,35.414487,129.282313,2019-09-18
"피자1번가",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 읍성로 12, 1층",,울산광역시 울주군보건소,35.565487,129.117531,2019-09-18
"뉴치킨백화점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 상북면 상북로 304, A동 1층",,울산광역시 울주군보건소,35.591625,129.089072,2019-09-18
"지큐(GQ)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 사연길 159, 3층",,울산광역시 울주군보건소,35.576699,129.191035,2019-09-18
"한우만한우국밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 덕망로 306, E동",,울산광역시 울주군보건소,35.454817,129.289594,2019-09-18
"삼다도생돈",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 천상중앙길 120, 1층",,울산광역시 울주군보건소,35.562105,129.223527,2019-09-18
"피자마루(청량)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 삼정로 92-3, 가동 2층 205호 (쌍용하나빌리지상가)",,울산광역시 울주군보건소,35.496268,129.237843,2019-09-18
"종국이두마리치킨앤드상구야피자",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 연안4길 5,,울산광역시 울주군보건소,35.409287,129.282924,2019-09-18
"부일갈비",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 연안2길 27,,울산광역시 울주군보건소,35.408101,129.282134,2019-09-18
"알천식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 상남1길 120, 1층",,울산광역시 울주군보건소,35.487031,129.300448,2019-09-18
"남경식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 남창강변로 40-1,,울산광역시 울주군보건소,35.415649,129.280636,2019-09-18
"양푼도리탕2호점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 평천길 43, 1층",,울산광역시 울주군보건소,35.563978,129.228911,2019-09-18
"고봉민김밥인",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌2길 5, 105호 (황금프라자)",,울산광역시 울주군보건소,35.575354,129.240249,2019-09-18
"대돈숯불갈비",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 덕망로 67-1,,울산광역시 울주군보건소,35.438726,129.306399,2019-09-18
"대암참숯구이초장집",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 웃방천1길 3,,울산광역시 울주군보건소,35.566516,129.110519,2019-09-18
"동해해물통짬뽕",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 웅촌면 곡천검단로 128, 1층",,울산광역시 울주군보건소,35.459384,129.195236,2019-09-18
"여미정",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 신온4길 11,,울산광역시 울주군보건소,35.430208,129.308971,2019-09-18
"김해영양삼계탕",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 덕망로 300, 1층",,울산광역시 울주군보건소,35.454663,129.290353,2019-09-18
"청연포차",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온1길 5, 1층",,울산광역시 울주군보건소,35.432527,129.311221,2019-09-18
"연길해물양꼬치",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 온덕2길 9-3,,울산광역시 울주군보건소,35.434351,129.310201,2019-09-18
"나인바호프(9 BAR-HOF)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신경3길 31, 2층",,울산광역시 울주군보건소,35.431543,129.306426,2019-09-18
"상아루",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 영남길 56,,울산광역시 울주군보건소,35.439148,129.309082,2019-09-18
"보정이네고등어",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 용방소8길 10, 1층",,울산광역시 울주군보건소,35.427044,129.309007,2019-09-18
"주산지",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 범서읍 구영앞길 8,,울산광역시 울주군보건소,35.566952,129.245571,2019-09-18
"꼴깍",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 웃방천1길 21,,울산광역시 울주군보건소,35.567154,129.111708,2019-09-18
"돈우",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 범서읍 점촌6길 9-4,,울산광역시 울주군보건소,35.568498,129.242351,2019-09-18
"옥이네연변음식",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온7길 63, 2층",,울산광역시 울주군보건소,35.429797,129.310043,2019-09-18
"복례정식",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 상남2길 9,,울산광역시 울주군보건소,35.485002,129.305738,2019-09-18
"덕신포차",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 신경3길 31,,울산광역시 울주군보건소,35.431543,129.306426,2019-09-18
"엉뚱구이",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신경3길 8, 1층",,울산광역시 울주군보건소,35.433196,129.305968,2019-09-18
"지리산돼지국밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 대암둔기로 5, 1층",,울산광역시 울주군보건소,35.553638,129.178646,2019-09-18
"태화루",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 두동면 대밀길 32, A동 1층",,울산광역시 울주군보건소,35.654077,129.201755,2019-09-18
"검단돼지국밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 곡천검단로 280,,울산광역시 울주군보건소,35.453844,129.180272,2019-09-18
"남창국수",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 태화7길 52,,울산광역시 울주군보건소,35.415619,129.280118,2019-09-18
"강천루",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 온덕2길 52, 1층",,울산광역시 울주군보건소,35.436512,129.309502,2019-09-18
"쉴휴",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 남창강변로 72,,울산광역시 울주군보건소,35.413774,129.283216,2019-09-18
"황자비어",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌5길 49, 1층 101호 (신한디아채 상가동)",,울산광역시 울주군보건소,35.570089,129.237731,2019-09-18
"오리데이",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 삼정로 92-3, 나동 309,310호 (쌍용하나빌리지상가)",,울산광역시 울주군보건소,35.496268,129.237843,2019-09-18
"노블(온양)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 온양로 155, 2층",,울산광역시 울주군보건소,35.408823,129.288521,2019-09-18
"한우리식육식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 두서면 노동길 5, 1층",,울산광역시 울주군보건소,35.640788,129.158948,2019-09-18
"설보리(2층)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 진하해변길 102, 2층",,울산광역시 울주군보건소,35.381998,129.344671,2019-09-18
"한솥도시락울산언양점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 언양읍 헌양길 84, 1층",,울산광역시 울주군보건소,35.565109,129.122336,2019-09-18
"삼천포회구이",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 진하해변길 84, 2동 1층",,울산광역시 울주군보건소,35.383489,129.345304,2019-09-18
"돈육돈",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 연안5길 5,,울산광역시 울주군보건소,35.408877,129.282664,2019-09-18
"감포생아구",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 대리1길 24-11, 1층",,울산광역시 울주군보건소,35.569491,129.245829,2019-09-18
"알바위식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 삼남면 상방로 4, 1층",,울산광역시 울주군보건소,35.506723,129.086634,2019-09-18
"엄마밥상(온산)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 온덕1길 21,,울산광역시 울주군보건소,35.434971,129.309477,2019-09-18
"오복식당",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 서사로 342, B동",,울산광역시 울주군보건소,35.587182,129.264787,2019-09-18
"대성가든",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 서생면 해맞이로 795-4,,울산광역시 울주군보건소,35.346281,129.316007,2019-09-18
"학사주점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 범서읍 평천길 95,,울산광역시 울주군보건소,35.563395,129.223309,2019-09-18
"땅땅치킨호프",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 연안8길 3, 1층",,울산광역시 울주군보건소,35.409365,129.284246,2019-09-18
"조선의옛날통닭(온산)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 신온7길 60,,울산광역시 울주군보건소,35.430116,129.309982,2019-09-18
"쌍용반점",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 삼정로 92-3, 나동 2층 204호 (쌍용하나빌리지상가)",,울산광역시 울주군보건소,35.496268,129.237843,2019-09-18
"바다의 꿈",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 서생면 나사해안길 123, H동",,울산광역시 울주군보건소,35.353889,129.345385,2019-09-18
"할매손충무김밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌2길 5, 109호",,울산광역시 울주군보건소,35.575354,129.240249,2019-09-18
"대구반야월막창(남창)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 남창강변로 56, 1층",,울산광역시 울주군보건소,35.414808,129.281823,2019-09-18
"나들목(온양)",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 대안2길 23, 3층",,울산광역시 울주군보건소,35.411115,129.281555,2019-09-18
"통큰어촌후계자",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 영남6길 12-4, 1층",,울산광역시 울주군보건소,35.440112,129.308261,2019-09-18
"맥시칸치킨할매집",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 사연길 162, 2층",,울산광역시 울주군보건소,35.576865,129.191223,2019-09-18
"꿀꿀이뒷통참숯구이",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 범서읍 점촌5길 38, 1층",,울산광역시 울주군보건소,35.570174,129.239077,2019-09-18
"소예야",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 신온1길 3-1, 1층",,울산광역시 울주군보건소,35.432672,129.311124,2019-09-18
"처갓집",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온양읍 온양로 155, 1층",,울산광역시 울주군보건소,35.408823,129.288521,2019-09-18
"착한소머리국밥",시설전체,울산광역시,울주군,일반음식점,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 상북면 향산다개로 126-64, 2동",,울산광역시 울주군보건소,35.587265,129.112439,2019-09-18
